INGRESO_BIN,CALIF_FINAL,EDAD,N_INTENTOS,TIEMPO_DESDE_EGRESO,CALIF_PROMEDIO_HIST,HA_INGRESADO_ANTES,PUNTAJE_MINEDU,ES_MIGRANTE,NIVEL_DIFICULTAD,COLEGIO_TIPO_GESTION,EGRESADO_RECIENTE_BIN,FACULTAD_COD,SEXO_COD,ANIO_POSTULA,ASISTENCIA,PARCIAL_1,PARCIAL_2
1,14.46,19.0,4,1,10.101999999999999,0,6.95,0,5,0,1,6,1,2025,0.99,16.7,17.7
1,13.755,21.0,1,4,0.0,0,7.9,0,4,0,0,3,1,2019,0.93,15.5,16.1
0,9.612,21.0,1,4,0.0,0,4.6,0,3,0,0,11,1,2024,0.84,13.4,12.3
0,9.163,21.0,2,5,9.611999999999998,0,4.0,0,3,0,0,11,1,2024,0.58,5.9,5.8
0,4.667,19.0,1,3,0.0,0,7.1,0,3,0,0,11,1,2025,0.77,5.4,5.3
0,11.636,17.0,1,1,0.0,0,6.900994407311418,1,3,0,1,11,1,2018,0.61,8.8,7.7
0,13.675,18.0,2,2,11.636,0,6.900994407311418,1,3,0,0,11,1,2019,0.73,8.8,8.7
1,12.878,18.0,3,2,12.6555,0,6.900994407311418,1,3,0,0,10,1,2019,0.96,16.4,16.2
0,14.704,20.0,1,3,0.0,0,7.9,0,3,1,0,11,1,2018,0.5,9.5,9.4
1,16.1,21.0,2,4,14.704,0,7.9,0,4,0,0,5,1,2019,0.94,15.8,16.0
0,3.956,17.0,1,1,0.0,0,6.900994407311418,0,3,0,1,11,0,2023,0.56,11.2,9.6
0,12.793,18.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2017,1.0,14.8,15.6
1,13.619,18.0,2,2,12.793,0,7.9,0,4,0,0,5,1,2017,0.95,18.4,19.2
0,10.067,18.0,1,2,0.0,0,6.4,0,3,0,0,11,1,2020,0.98,7.0,8.5
0,0.658,19.0,1,2,0.0,0,7.0,1,3,0,0,11,1,2022,0.79,10.0,9.9
0,0.6,18.0,1,2,0.0,0,7.9,0,3,1,0,11,1,2017,0.83,7.4,7.7
0,5.475,18.0,1,1,0.0,0,7.1499999999999995,0,3,1,1,11,1,2024,0.64,13.1,14.2
0,7.692,19.0,2,2,5.475,0,7.1499999999999995,0,3,1,0,11,1,2025,0.52,8.7,8.0
0,11.193,18.0,1,1,0.0,0,6.900994407311418,0,3,0,1,11,1,2024,0.95,8.0,8.5
1,13.136,19.0,2,2,11.193000000000001,0,6.900994407311418,0,4,1,0,5,1,2025,0.97,14.9,14.2
0,9.355,20.0,1,3,0.0,0,7.9,0,3,0,0,11,1,2019,0.88,11.2,11.7
0,11.412,21.0,2,4,9.355000000000002,0,7.9,0,3,0,0,11,1,2020,0.69,9.0,9.4
0,10.062,22.0,3,5,10.383500000000002,0,7.9,0,3,0,0,11,1,2021,0.66,7.8,6.9
0,12.087,22.0,4,5,10.276333333333332,0,7.9,0,3,0,0,11,1,2021,0.83,13.6,14.1
0,9.156,16.0,1,1,0.0,0,4.8,0,3,0,1,11,0,2024,0.81,7.3,6.8
1,10.13,17.0,2,1,9.156,0,4.5,0,2,0,1,7,0,2025,0.98,12.7,12.5
0,6.676,18.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,1,2024,0.9,11.0,11.8
0,3.485,19.0,1,3,0.0,0,6.85,0,3,0,0,11,1,2024,0.71,5.3,6.4
0,5.218,20.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2019,0.69,10.6,11.0
0,3.576,21.0,2,5,5.218,0,7.9,0,3,0,0,11,1,2020,0.68,6.8,6.8
0,2.354,20.0,1,4,0.0,0,6.7,0,3,0,0,11,1,2023,0.72,10.0,9.1
1,14.286,18.0,1,2,0.0,0,4.6,1,5,0,0,4,1,2016,0.97,18.1,18.0
0,3.735,20.0,1,3,0.0,0,6.85,0,3,0,0,11,1,2020,0.74,8.0,9.5
0,5.371,17.0,1,1,0.0,0,7.9,0,3,0,1,11,1,2016,1.0,13.1,14.6
0,9.691,18.0,2,2,5.371,0,7.9,0,3,0,0,11,1,2017,0.99,7.7,9.3
0,12.662,18.0,3,2,7.5310000000000015,0,7.9,0,3,0,0,11,1,2017,0.58,6.8,6.2
1,14.214,19.0,4,3,9.241333333333335,0,7.9,0,5,0,0,4,1,2018,0.93,19.5,20.0
0,0.738,19.0,1,2,0.0,0,6.85,0,3,0,0,11,1,2023,0.9,7.4,8.6
0,0.631,18.0,1,2,0.0,0,6.7,0,3,0,0,11,0,2021,0.73,7.0,8.0
0,2.549,19.0,2,3,0.6309999999999998,0,6.7,0,3,0,0,11,0,2022,0.76,5.8,6.0
0,1.507,21.0,1,5,0.0,0,7.0,0,3,0,0,11,1,2025,0.6,8.2,6.6
0,6.937,17.0,1,1,0.0,0,7.9,0,3,0,1,11,1,2017,0.78,9.2,8.6
0,0.921,17.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2022,0.76,10.0,9.6
0,10.993,22.0,1,5,0.0,0,6.900994407311418,1,3,0,0,11,1,2018,0.51,11.8,11.6
1,12.66,17.0,1,2,0.0,0,7.9,0,3,0,0,10,1,2017,0.92,13.6,13.2
0,0.49,16.0,1,1,0.0,0,7.0,0,3,0,1,11,0,2021,0.9,8.9,8.9
0,3.62,18.0,1,1,0.0,0,7.1499999999999995,0,3,1,1,11,0,2024,0.92,8.9,9.4
0,0.658,19.0,2,2,3.6200000000000006,0,7.1499999999999995,0,3,0,0,11,0,2025,0.73,10.7,10.8
0,10.482,17.0,1,2,0.0,0,6.900994407311418,1,3,0,0,11,0,2019,0.88,12.6,12.4
0,6.083,20.0,2,5,10.481999999999998,0,6.900994407311418,0,3,0,0,11,0,2022,0.95,9.7,9.5
0,2.042,18.0,1,2,0.0,0,7.1499999999999995,0,3,0,0,11,1,2025,0.66,8.2,9.6
0,3.707,18.0,1,2,0.0,0,5.4,1,3,0,0,11,1,2023,0.56,6.9,6.5
0,7.837,18.0,2,2,3.7070000000000007,0,5.4,1,3,0,0,11,1,2023,0.86,5.8,6.6
0,5.068,19.0,3,3,5.771999999999999,0,5.4,1,3,0,0,11,1,2024,0.86,11.1,11.1
0,3.137,18.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,1.0,10.8,9.0
0,3.155,17.0,1,1,0.0,0,7.9,0,3,0,1,11,1,2016,0.78,10.8,13.2
0,6.416,18.0,1,2,0.0,0,7.1499999999999995,0,3,0,0,11,1,2025,0.87,9.1,10.3
0,8.974,19.0,1,3,0.0,0,6.7,0,3,0,0,11,1,2022,0.73,12.9,15.2
1,12.573,20.0,2,4,8.974,0,6.7,0,2,0,0,7,1,2023,0.96,10.4,11.3
0,5.584,18.0,1,1,0.0,0,5.2,0,3,0,1,11,1,2024,0.67,11.8,11.8
1,13.77,19.0,2,1,5.584,0,5.2,1,5,0,1,6,1,2025,0.93,19.3,19.9
0,5.666,19.0,1,2,0.0,0,6.900994407311418,0,3,0,0,11,0,2021,0.94,7.9,7.4
0,1.211,17.0,1,1,0.0,0,7.0,0,3,0,1,11,1,2021,0.91,10.9,10.0
0,6.026,18.0,1,1,0.0,0,7.1,0,3,0,1,11,1,2023,0.59,10.4,12.5
1,12.422,19.0,2,2,6.026,0,7.1,0,5,0,0,6,1,2024,0.96,18.0,17.7
0,3.084,20.0,1,3,0.0,0,3.7,1,3,0,0,11,0,2019,0.82,9.6,9.7
0,7.326,18.0,1,2,0.0,0,7.5,1,3,0,0,11,1,2024,0.71,9.3,9.8
0,7.928,18.0,2,2,7.326,0,7.5,0,3,0,0,11,1,2024,0.91,15.4,15.1
0,1.146,19.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2017,0.77,12.4,13.3
0,0.0,19.0,1,3,0.0,0,6.900994407311418,0,3,0,0,11,1,2021,0.81,9.5,10.5
0,10.782,18.0,1,1,0.0,0,7.1,0,3,0,1,11,1,2023,0.82,8.6,7.1
1,14.757,19.0,2,2,10.782000000000002,0,7.1,0,5,0,0,1,1,2024,0.94,17.6,17.8
0,0.726,18.0,1,2,0.0,0,6.4,0,3,0,0,11,1,2020,0.66,1.5,1.1
0,9.887,18.0,1,2,0.0,0,6.900994407311418,1,3,0,0,11,1,2016,0.86,9.9,9.8
0,5.075,19.0,2,3,9.887,0,6.900994407311418,1,3,0,0,11,1,2017,0.88,8.2,9.4
0,10.497,29.0,3,3,7.481,0,6.900994407311418,1,3,0,0,11,1,2017,0.58,13.4,13.5
0,11.088,30.0,4,4,8.486333333333333,0,6.900994407311418,1,3,0,0,11,1,2018,0.7,9.4,8.7
0,1.195,18.0,1,2,0.0,0,7.1,0,3,1,0,11,1,2024,0.84,6.4,7.4
0,7.593,17.0,1,1,0.0,0,6.4,0,3,0,1,11,1,2019,0.94,10.6,9.9
1,11.845,18.0,2,2,7.593000000000002,0,6.4,0,2,0,0,7,1,2020,0.97,14.0,13.9
1,10.553,17.0,1,1,0.0,0,6.900994407311418,0,5,0,1,4,1,2022,0.98,20.0,20.0
0,5.41,18.0,1,1,0.0,0,7.1499999999999995,0,3,1,1,11,1,2024,0.81,7.4,7.3
0,2.839,18.0,2,2,5.41,0,7.1,0,3,1,0,11,1,2024,0.78,9.5,10.4
0,9.63,18.0,1,2,0.0,0,7.6,1,3,0,0,11,1,2023,0.9,6.0,6.1
0,5.936,18.0,2,2,9.63,0,7.6,1,3,0,0,11,1,2023,1.0,11.2,10.5
1,10.909,18.0,1,2,0.0,0,7.1,0,3,0,0,0,0,2024,0.99,15.0,15.1
0,10.763,20.0,1,4,0.0,0,7.9,0,3,1,0,11,1,2019,0.83,10.6,11.4
0,1.404,22.0,1,4,0.0,0,6.900994407311418,0,3,0,0,11,1,2018,0.81,9.4,9.2
0,1.372,22.0,2,4,1.4039999999999997,0,6.900994407311418,0,3,0,0,11,1,2018,0.7,10.4,9.3
0,10.188,17.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2018,0.76,13.4,13.6
0,1.549,18.0,2,2,10.188,0,6.85,0,3,0,0,11,1,2019,0.57,8.7,7.8
0,13.6,18.0,3,2,5.8685,0,6.85,0,3,0,0,11,1,2019,0.8,9.7,11.2
1,14.43,19.0,4,3,8.445666666666666,0,6.85,0,2,0,0,7,1,2020,0.94,11.6,12.7
0,12.339,17.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2018,0.72,7.2,7.0
1,14.91,18.0,2,1,12.339000000000002,0,6.4,0,4,0,1,3,0,2019,0.95,17.7,18.2
0,0.735,20.0,1,3,0.0,0,6.900994407311418,1,3,0,0,11,0,2021,0.75,12.2,12.1
1,15.029,21.0,1,4,0.0,0,7.9,0,4,1,0,3,1,2020,0.93,18.3,19.8
1,12.984,17.0,1,1,0.0,0,8.0,0,3,0,1,11,1,2022,0.94,16.6,15.0
0,8.526,18.0,1,2,0.0,0,7.7,1,3,1,0,11,1,2022,0.99,5.7,3.8
0,2.43,18.0,2,2,8.526,0,7.7,1,3,0,0,11,1,2022,0.77,12.6,12.9
0,0.497,17.0,1,1,0.0,0,6.900994407311418,0,3,1,1,11,1,2021,0.91,7.7,9.7
0,9.991,18.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2017,0.85,11.2,10.7
0,12.283,19.0,2,3,9.991000000000001,0,7.9,0,3,0,0,11,1,2018,0.89,6.2,4.7
0,13.75,19.0,3,3,11.137,0,7.9,0,3,0,0,11,1,2018,0.83,11.1,11.7
0,14.959,20.0,4,4,12.008000000000001,0,7.9,0,3,0,0,11,1,2019,0.73,11.1,10.8
1,14.867,20.0,5,4,12.745749999999997,0,7.9,0,5,0,0,6,1,2019,0.94,19.6,20.0
0,2.693,17.0,1,1,0.0,0,3.2,1,3,0,1,11,1,2016,0.84,6.9,8.0
0,0.0,18.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.72,10.0,11.1
0,5.163,17.0,1,1,0.0,0,6.4,0,3,0,1,11,1,2019,1.0,6.4,6.4
0,8.903,19.0,1,3,0.0,0,6.7,0,3,0,0,11,0,2022,0.92,8.8,10.6
0,1.294,17.0,1,1,0.0,0,6.900994407311418,0,3,0,1,11,1,2021,1.0,12.0,12.8
0,3.668,18.0,2,2,1.2939999999999996,0,6.900994407311418,0,3,0,0,11,1,2022,0.78,11.4,10.7
0,5.186,18.0,3,2,2.481,0,6.900994407311418,0,3,0,0,11,1,2022,0.94,9.4,8.8
0,5.239,20.0,4,4,3.3826666666666667,0,6.900994407311418,1,3,0,0,11,1,2024,1.0,7.0,8.3
0,1.085,18.0,1,1,0.0,0,7.1,0,3,0,1,11,1,2023,0.84,11.0,11.7
0,3.147,19.0,2,2,1.0849999999999995,0,7.1,0,3,0,0,11,1,2024,0.81,9.4,8.7
0,9.285,18.0,1,2,0.0,0,6.900994407311418,1,3,1,0,11,0,2018,0.75,3.6,3.2
0,7.691,21.0,1,4,0.0,0,6.900994407311418,1,3,0,0,11,1,2019,0.67,11.4,11.3
0,5.067,21.0,2,4,7.690999999999999,0,6.900994407311418,1,3,0,0,11,1,2019,0.94,9.3,10.2
0,4.614,22.0,3,5,6.379,0,6.900994407311418,1,3,0,0,11,1,2020,0.88,12.4,12.2
0,3.324,17.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2022,0.97,1.5,1.8
0,4.579,18.0,2,2,3.324,0,6.85,0,3,0,0,11,1,2023,0.58,10.1,11.5
1,11.657,20.0,1,3,0.0,0,6.85,0,3,0,0,2,1,2020,0.97,14.8,13.6
0,0.0,19.0,1,2,0.0,0,7.1499999999999995,0,3,1,0,11,1,2025,0.83,5.2,6.7
1,10.203,19.0,1,2,0.0,0,7.1,0,2,0,0,7,0,2024,0.95,12.3,13.5
0,5.768,17.0,1,1,0.0,0,6.900994407311418,1,3,1,1,11,1,2017,0.83,16.3,16.4
0,7.25,18.0,2,2,5.768000000000001,0,6.900994407311418,1,3,0,0,11,1,2018,0.88,8.6,8.1
0,7.911,18.0,3,2,6.5089999999999995,0,6.900994407311418,1,3,0,0,11,1,2018,0.66,11.2,12.5
0,9.622,19.0,4,3,6.976333333333333,0,6.900994407311418,1,3,0,0,11,1,2019,0.87,7.8,7.3
0,3.947,17.0,1,1,0.0,0,7.9,0,3,0,1,11,0,2016,0.75,4.2,4.2
0,8.569,18.0,2,2,3.947000000000001,0,7.9,0,3,0,0,11,0,2017,0.71,9.0,9.5
0,5.815,19.0,3,3,6.257999999999999,0,7.9,0,3,0,0,11,0,2018,0.71,8.7,7.6
0,6.054,17.0,1,2,0.0,0,6.900994407311418,1,3,0,0,11,0,2023,0.64,8.4,8.2
0,0.721,18.0,2,3,6.054,0,6.900994407311418,1,3,0,0,11,0,2024,0.89,9.1,8.2
0,2.637,19.0,3,4,3.3875,0,6.900994407311418,1,3,0,0,11,0,2025,0.5,10.1,8.5
1,12.256,19.0,1,2,0.0,0,2.6,0,2,0,0,9,0,2022,0.96,12.0,14.1
0,9.713,18.0,1,1,0.0,0,6.95,0,3,0,1,11,0,2025,0.89,6.2,5.6
0,11.881,19.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2018,0.8,10.6,11.2
0,11.324,20.0,2,3,11.880999999999998,0,7.9,0,3,0,0,11,1,2019,0.75,4.5,6.6
0,0.815,19.0,1,3,0.0,0,6.4,0,3,0,0,11,0,2021,0.93,4.3,3.6
0,8.777,19.0,1,3,0.0,0,6.900994407311418,0,3,0,0,11,1,2021,0.7,11.2,10.0
0,0.395,17.0,1,1,0.0,0,7.1,0,3,0,1,11,1,2023,0.7,10.7,12.4
0,5.217,19.0,1,3,0.0,0,6.900994407311418,0,3,0,0,11,0,2016,0.64,9.3,8.3
0,11.407,20.0,2,4,5.216999999999999,0,6.900994407311418,0,3,0,0,11,0,2017,0.6,5.9,5.5
0,11.172,20.0,3,4,8.312,0,6.900994407311418,0,3,0,0,11,1,2017,0.79,7.6,7.1
1,11.821,21.0,4,5,9.265333333333333,0,6.900994407311418,0,3,0,0,0,0,2018,0.99,16.6,16.7
0,6.041,18.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2016,1.0,5.4,3.6
0,9.108,19.0,2,3,6.041,0,7.9,0,3,0,0,11,1,2017,0.72,7.6,8.2
0,10.813,19.0,3,3,7.574500000000001,0,7.9,0,3,0,0,11,1,2017,0.85,11.0,11.5
0,11.416,20.0,4,4,8.654,0,7.9,0,3,0,0,11,1,2018,0.59,13.0,13.8
0,11.385,20.0,5,4,9.344500000000002,0,7.9,0,3,0,0,11,1,2018,0.81,8.4,9.2
0,12.031,21.0,6,5,9.752600000000001,0,7.9,0,3,0,0,11,1,2019,0.83,11.3,11.7
0,8.478,20.0,1,4,0.0,0,6.7,0,3,0,0,11,1,2023,0.91,4.6,4.3
0,8.729,20.0,2,4,8.478000000000002,0,6.7,0,3,0,0,11,1,2023,0.62,11.0,11.1
0,9.195,21.0,3,5,8.6035,0,6.7,0,3,0,0,11,1,2024,0.95,7.4,6.7
0,10.166,21.0,4,5,8.800666666666666,0,6.7,0,3,0,0,11,1,2024,0.61,10.2,10.4
0,7.525,19.0,1,2,0.0,0,7.1499999999999995,0,3,0,0,11,1,2025,0.79,12.7,12.8
0,2.838,17.0,1,1,0.0,0,3.7,1,3,0,1,11,0,2018,1.0,7.2,6.8
0,1.347,18.0,2,2,2.8380000000000005,0,3.7,1,3,0,0,11,0,2019,1.0,11.0,10.2
0,0.0,17.0,1,1,0.0,0,7.0,0,3,1,1,11,1,2021,0.69,8.7,9.8
0,1.78,21.0,1,5,0.0,0,7.9,0,3,0,0,11,1,2020,0.61,9.0,9.8
0,0.0,17.0,1,1,0.0,0,8.0,0,3,0,1,11,1,2022,0.82,8.9,9.0
0,3.129,19.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2017,0.67,7.3,5.5
0,1.202,18.0,1,1,0.0,0,6.4,0,3,0,1,11,1,2019,1.0,9.4,8.5
0,6.236,20.0,1,4,0.0,0,7.9,0,3,1,0,11,1,2017,1.0,9.2,9.2
1,13.804,21.0,2,5,6.235999999999999,0,7.9,0,4,1,0,5,1,2018,0.99,16.0,16.5
0,7.701,20.0,1,3,0.0,0,6.7,0,3,0,0,11,1,2022,0.81,9.6,10.1
0,14.199,18.0,1,2,0.0,0,7.1499999999999995,0,3,0,0,11,1,2025,0.87,11.4,11.6
0,7.501,19.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,0.81,11.7,11.7
1,10.918,20.0,2,3,7.501000000000001,0,7.1,0,2,0,0,7,1,2025,0.94,14.2,14.0
0,10.959,19.0,1,3,0.0,0,6.900994407311418,0,3,1,0,11,0,2024,0.52,11.6,10.9
0,12.07,20.0,2,4,10.959,0,6.900994407311418,0,3,0,0,11,0,2025,1.0,6.4,8.1
0,1.521,19.0,1,2,0.0,0,7.0,0,3,0,0,11,0,2022,0.63,10.9,11.9
0,1.769,19.0,1,3,0.0,0,7.0,0,3,1,0,11,1,2023,0.71,10.9,11.5
1,14.754,18.0,1,2,0.0,0,7.1,0,5,0,0,6,1,2024,0.86,19.4,18.3
0,3.897,18.0,1,3,0.0,0,7.9,0,3,0,0,11,0,2017,0.99,9.6,8.4
1,9.572,19.0,2,4,3.8970000000000002,0,7.9,0,2,0,0,9,0,2018,0.99,12.0,12.0
0,5.581,19.0,1,2,0.0,0,4.8,0,3,0,0,11,1,2025,0.55,7.5,7.0
0,7.472,18.0,1,1,0.0,0,7.1,1,3,0,1,11,1,2023,0.79,12.8,11.6
0,4.906,17.0,1,1,0.0,0,6.4,0,3,0,1,11,1,2019,0.86,7.4,5.5
0,0.0,21.0,1,5,0.0,0,7.9,0,3,1,0,11,1,2021,0.77,9.6,9.5
0,2.311,17.0,1,1,0.0,0,6.4,0,3,0,1,11,1,2019,0.98,9.0,9.5
0,0.811,19.0,2,3,2.311,0,6.4,0,3,0,0,11,1,2021,0.96,12.3,10.5
0,6.098,18.0,1,2,0.0,0,7.0,0,3,0,0,11,1,2022,1.0,10.7,8.9
0,10.9,18.0,2,2,6.098000000000001,0,7.0,0,3,0,0,11,1,2022,0.95,4.0,3.7
1,12.392,19.0,3,3,8.499,0,7.0,0,5,0,0,6,1,2023,0.94,20.0,19.6
0,9.785,19.0,1,2,0.0,0,6.85,0,3,0,0,11,1,2019,0.94,8.0,6.8
0,9.428,20.0,2,3,9.785,0,6.85,0,3,0,0,11,1,2020,0.6,10.6,8.4
0,2.109,21.0,3,4,9.6065,0,6.85,0,3,0,0,11,1,2021,1.0,2.8,2.0
0,3.961,18.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2017,0.69,15.8,15.7
0,10.347,18.0,1,1,0.0,0,6.85,0,3,1,1,11,1,2022,1.0,10.7,10.5
1,14.828,19.0,2,2,10.346999999999998,0,6.85,0,5,1,0,4,1,2023,0.97,18.1,16.9
0,6.325,20.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2017,0.77,12.4,11.4
0,7.547,17.0,1,1,0.0,0,7.9,0,3,0,1,11,1,2017,0.95,15.3,14.9
0,0.639,18.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.74,11.6,10.7
1,3.912,18.0,2,2,0.6390000000000002,0,6.7,0,3,0,0,10,1,2021,1.0,15.4,15.7
0,0.682,18.0,1,2,0.0,0,4.3,1,3,0,0,11,1,2019,0.87,9.7,10.3
1,12.068,21.0,1,4,0.0,0,6.85,0,2,0,0,7,1,2025,1.0,15.1,15.5
0,0.0,18.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.75,8.2,7.1
0,7.967,19.0,1,2,0.0,0,5.9,1,3,0,0,11,1,2022,0.5,7.3,7.7
0,7.843,22.0,1,5,0.0,0,7.9,0,3,0,0,11,1,2016,0.77,7.7,8.0
0,10.709,17.0,1,1,0.0,0,6.900994407311418,1,3,0,1,11,0,2019,1.0,9.2,11.2
0,2.66,17.0,1,1,0.0,0,6.900994407311418,0,3,0,1,11,0,2018,0.71,5.2,6.4
1,13.643,20.0,1,3,0.0,0,6.900994407311418,1,3,0,0,10,1,2025,0.95,16.9,16.1
0,6.037,20.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2017,0.62,9.8,9.6
0,2.796,20.0,2,4,6.037000000000001,0,7.9,0,3,0,0,11,1,2017,0.77,8.1,7.5
0,0.0,17.0,1,1,0.0,0,5.2,0,3,0,1,11,1,2024,0.8,17.1,19.2
0,4.875,17.0,1,1,0.0,0,2.8,1,3,1,1,11,0,2016,0.75,12.8,13.8
0,3.706,18.0,2,2,4.875,0,2.8,1,3,0,0,11,0,2017,0.72,6.3,6.9
0,8.813,18.0,3,2,4.290499999999999,0,2.8,1,3,1,0,11,0,2017,0.63,10.0,10.8
0,8.257,18.0,1,2,0.0,0,3.2,1,3,0,0,11,0,2017,0.93,7.9,9.3
0,8.464,19.0,2,3,8.257,0,6.900994407311418,0,3,0,0,11,0,2018,0.8,6.9,7.5
0,10.116,19.0,3,3,8.3605,0,6.900994407311418,0,3,0,0,11,0,2018,0.52,6.0,5.9
0,12.456,20.0,4,4,8.945666666666666,0,6.900994407311418,0,3,0,0,11,0,2019,0.5,10.5,11.2
0,12.859,20.0,5,4,9.82325,0,6.900994407311418,0,3,0,0,11,0,2019,0.94,7.7,8.4
0,0.0,18.0,1,1,0.0,0,7.9,0,3,0,1,11,0,2016,0.81,11.8,10.7
0,13.062,18.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,0,2024,0.7,11.9,14.3
1,14.598,19.0,2,2,13.062,0,7.1499999999999995,0,5,0,0,4,0,2025,0.91,19.0,18.4
0,0.0,19.0,1,1,0.0,0,8.6,1,3,0,1,11,1,2024,1.0,7.3,8.8
0,7.121,18.0,1,1,0.0,0,7.9,0,3,0,1,11,1,2017,0.74,10.6,10.4
0,4.748,17.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2022,0.82,11.0,12.1
0,3.47,18.0,2,2,4.747999999999999,0,6.85,0,3,0,0,11,1,2023,0.96,8.2,8.3
0,6.288,18.0,1,1,0.0,0,6.900994407311418,1,3,0,1,11,1,2024,0.95,7.5,6.0
0,10.626,19.0,2,2,6.288000000000002,0,6.900994407311418,1,3,0,0,11,1,2025,0.91,13.4,14.5
0,2.121,21.0,1,5,0.0,0,7.9,0,3,0,0,11,1,2017,0.76,10.0,11.4
0,1.384,19.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,0.56,11.0,11.0
0,5.27,18.0,1,2,0.0,0,6.900994407311418,1,3,0,0,11,1,2020,0.88,6.4,5.7
0,1.789,19.0,2,3,5.27,0,6.900994407311418,1,3,0,0,11,1,2021,0.56,8.0,8.0
0,0.0,17.0,1,1,0.0,0,6.900994407311418,0,3,0,1,11,0,2021,0.74,9.1,10.2
0,7.195,21.0,1,5,0.0,0,7.9,0,3,0,0,11,1,2021,0.8,6.7,7.1
0,10.58,21.0,2,5,7.1949999999999985,0,7.9,0,3,0,0,11,1,2021,0.82,9.4,9.9
0,1.335,17.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2022,0.66,10.9,11.2
0,1.454,19.0,2,3,1.3349999999999997,0,6.85,0,3,0,0,11,1,2024,0.96,8.4,8.4
0,2.479,18.0,1,2,0.0,0,7.1499999999999995,0,3,0,0,11,1,2025,0.65,6.9,7.0
0,13.384,19.0,1,3,0.0,0,7.9,0,3,1,0,11,1,2016,0.72,6.8,5.5
0,13.835,20.0,2,4,13.384,0,7.9,0,3,0,0,11,1,2017,0.5,8.5,8.7
0,0.597,20.0,1,3,0.0,0,6.7,0,3,1,0,11,1,2022,0.92,11.0,9.9
0,11.494,17.0,1,1,0.0,0,7.1,0,3,0,1,11,0,2023,0.79,11.7,11.3
1,14.241,18.0,2,2,11.494,0,7.1,0,3,0,0,0,0,2024,0.94,17.0,17.7
0,4.233,19.0,1,3,0.0,0,7.1,0,3,0,0,11,0,2025,0.65,6.5,6.1
0,6.662,21.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2018,0.76,10.1,11.5
0,2.3,22.0,2,5,6.662,0,7.9,1,3,0,0,11,1,2019,1.0,7.3,7.3
0,6.892,17.0,1,1,0.0,0,6.900994407311418,0,3,0,1,11,0,2017,0.61,11.5,11.4
0,0.502,18.0,2,2,6.892,0,6.900994407311418,0,3,0,0,11,0,2018,0.78,9.8,10.9
0,6.887,18.0,3,2,3.6969999999999996,0,6.900994407311418,0,3,0,0,11,0,2018,0.64,6.2,6.0
0,9.117,19.0,4,3,4.760333333333333,0,6.900994407311418,0,3,0,0,11,0,2019,0.75,9.9,10.3
0,8.909,19.0,5,3,5.849500000000001,0,6.900994407311418,0,3,0,0,11,0,2019,0.77,12.1,11.6
0,0.0,21.0,6,5,6.4614,0,6.900994407311418,0,3,0,0,11,0,2021,0.98,8.5,6.2
0,6.092,18.0,1,1,0.0,0,7.1,0,3,0,1,11,1,2023,0.93,12.8,12.2
0,2.726,19.0,2,2,6.092,0,7.1,0,3,0,0,11,1,2024,0.87,12.6,14.1
0,3.495,18.0,1,2,0.0,0,6.900994407311418,0,3,0,0,11,1,2024,0.56,13.6,13.9
0,4.774,18.0,2,2,3.495,0,6.900994407311418,0,3,0,0,11,1,2024,0.85,10.2,11.1
1,10.896,18.0,1,1,0.0,0,7.1499999999999995,0,5,0,1,4,1,2024,0.88,17.3,18.2
0,4.159,18.0,1,2,0.0,0,6.900994407311418,0,3,0,0,11,1,2025,0.55,12.9,13.7
0,2.827,18.0,1,2,0.0,0,6.85,0,3,0,0,11,1,2023,0.88,10.5,12.1
0,6.661,19.0,1,3,0.0,0,6.900994407311418,1,3,0,0,11,1,2016,0.86,8.1,7.8
0,8.768,20.0,1,3,0.0,0,6.900994407311418,1,3,0,0,11,1,2025,0.87,8.3,9.8
1,11.714,20.0,1,3,0.0,0,7.9,0,3,1,0,0,0,2016,0.99,13.1,13.7
